GENDER_R,AGE_R,AGEG5LFS,AGEG10LFS,ED_Level,EMPloyed,Full_part,self_employed,Years_wk,pub_priv,Mgr,Mgr_c,work_flexM,work_lrnM,liter_use,num_use,act_lrn,pvlitM,pvnumM,NFE12,FNFAET12,FNFE12JR,FNFAET12JR,FNFAET12NJR,NFEHRS
1,53,8,4,3,1,1,1,25,1,1,3,4.25,1.6666666666666667,3.3333333333333335,2,3.5,289.08234400000003,311.21192699999995,1,1,0,0,1,60
2,53,8,4,2,1,1,1,17,1,1,1,3.75,5,4.416666666666667,3.6666666666666665,3.1666666666666665,170.714536,189.920595,1,1,1,1,0,4
2,53,8,4,1,1,1,2,30,1, , ,3.75,5,2.3333333333333335,3.6666666666666665,3.6666666666666665,242.18542100000005,238.66854800000002,0,0,0,0,0,0
2,53,8,4,2,1,1,2,13,1, , ,5,3.3333333333333335,2.1666666666666665,2.3333333333333335,2.5,267.37775600000003,266.023199,0,0,0,0,0,0
1,53,8,4,3,1,1,2,32,1, , ,5,3.6666666666666665,4.333333333333333,4.5,5,292.68506600000006,293.76042099999995,1,1,1,1,0,240
1,53,8,4,2,1,1,1,24,1,2, ,2.75,3,2,2,2.5,253.22542600000003,255.20996,0,0,0,0,0,0
1,53,8,4,1,1,1,1,30,2,2, ,4.25,4,3.3333333333333335,1,3.1666666666666665,202.56825299999997,202.74880399999998,1,1,1,1,0,360
2,53,8,4,1,1,1,1,20,1,1,1,1,2.3333333333333335,2.8333333333333335,1.6666666666666667,2.5,241.24219000000002,208.464568,0,0,0,0,0,0
1,53,8,4,3,1,1,1,25,1,1,1,3,3,3.8333333333333335,4.166666666666667,3.8333333333333335,271.661125,278.407085,0,0,0,0,0,0
2,53,8,4,4,1,1,1,10,2,1,4,3.75,3.3333333333333335,4.333333333333333,4.833333333333333,5,310.617134,298.57222599999994,1,1,1,1,0,15
1,53,8,4,3,1,1,2,30,1, , ,5,2.3333333333333335,3.5833333333333335,3.6666666666666665,3,306.591695,297.431696,1,1,1,1,0,24
2,53,8,4,2,1,1,1,25, ,2, ,2,1,1,1,2.5,270.60413600000004,253.56140200000004,0,0,0,0,0,0
1,53,8,4,3,1,1,1,35,1,1,5,3.75,2.6666666666666665,3,2.6666666666666665,2,263.58269200000007,287.59564199999994,1,1,1,1,0,40
2,53,8,4,1,1,1,2,7, , , ,5,4,1.4166666666666667,1,3.5,218.908538,196.661994,1,1,1,1,0,80
1,53,8,4,2,1,1,2,31,1, , ,2.25,2.6666666666666665,1.3333333333333333,1,1.6666666666666667,229.348327,215.18340499999994,0,0,0,0,0,0
1,53,8,4,1,1,1,1,35,1,2, ,2.25,1.6666666666666667,2.0833333333333335,2,2,284.78092000000004,263.473913,0,0,0,0,0,0
1,53,8,4,1,1,1,2,5,1, , ,4,3.3333333333333335,2.1666666666666665,2,5,245.125643,230.705499,0,0,0,0,0,0
1,53,8,4,1,1,1,1,25,1,1,4,3,3,2.8333333333333335,2.6666666666666665,3.1666666666666665,197.771704,177.22071899999997,1,1,1,1,0,48
2,53,8,4,1,1,1,1,15,1,2, ,4,1,1.25,1,2.5,199.429812,176.49549000000002,0,0,0,0,0,0
2,53,8,4,2,1,1,1,10,1,2, ,1,2.6666666666666665,2.9166666666666665,1,2.3333333333333335,259.107325,261.913296,0,0,0,0,0,0
2,53,8,4,1,1,1,2,11,1, , ,4.25,3.3333333333333335,1.3333333333333333,1.6666666666666667,3.6666666666666665,270.997146,249.524024,0,0,0,0,0,0
2,53,8,4,3,1,2,1,3,1,2, ,2.25,1,1,1,4.333333333333333,261.16446900000005,253.71756599999998,1,1,1,1,0,1600
2,53,8,4,2,1,2,1,10,1,2, ,3,1,1,1,3.3333333333333335,281.885824,258.60172100000005,0,0,0,0,0,0
2,53,8,4,2,1,1,2,30,1, , ,5,3,1.4166666666666667,2,4.166666666666667,241.352958,206.53377300000005,0,0,0,0,0,0
1,53,8,4,3,1,1,1,30,2,1,2,2,2.6666666666666665,2.4166666666666665,1.3333333333333333,2.1666666666666665,274.464972,279.293366,1,1,1,1,0,140
1,53,8,4,3,1,1,2,15,1, , ,5,4.333333333333333,3.5,4,4,289.322995,288.08918600000004,1,1,1,1,0,120
1,53,8,4,2,1,1,1,32,2,2, ,4,3.3333333333333335,4.583333333333333,2.1666666666666665,4.166666666666667,282.151124,271.404446,1,1,1,1,0,40
2,53,8,4,1,1,1,2,8,1, , ,2.75,1.6666666666666667,2.0833333333333335,3,2.6666666666666665,238.053822,206.199767,0,0,0,0,0,0
2,53,8,4,1,1,1,1,3,1,2, ,1,2,1.3333333333333333,1,1.1666666666666667,277.414532,280.40419199999997,1,1,1,1,0,3
1,53,8,4,1,1,2,1,5,1,2, ,1,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.5,236.92350700000003,216.526319,0,0,0,0,0,0
2,53,8,4,2,1,1,1,20,1,2, ,1,1,1.1666666666666667,1,3.3333333333333335,189.665957,186.20677200000003,1,1,1,1,0,16
2,53,8,4,2,1,1,1,33,2,1,4,2.5,1.3333333333333333,4.083333333333333,3.8333333333333335,4,324.68332,322.30576699999995,1,1,1,1,0,320
1,53,8,4,2,1,1,1,2,1,2, ,3.5,4.666666666666667,2.8333333333333335,2.3333333333333335,2.5,256.265941,269.78227,0,0,0,0,0,0
2,53,8,4,2,1,1,2,25,1, , ,5,5.333333333333333,4.5,3.6666666666666665,2.8333333333333335,274.982215,278.793219,1,1,1,1,0,1800
2,53,8,4,2,1,1,2,8,1, , ,5,4.666666666666667,3.0833333333333335,3.3333333333333335,5,257.661566,277.69137,0,0,0,0,0,0
1,53,8,4,1,1,1,1,21,1,1,2,2.5,2.3333333333333335,1.5,1.6666666666666667,2.5,179.01190499999998,152.316291,0,0,0,0,0,0
1,53,8,4,3,1,1,2,25,1, , ,3.25,3.3333333333333335,3,3.1666666666666665,2,243.27474100000003,247.568626,0,0,0,0,0,0
1,53,8,4,2,1,1,1,30,1,2, ,1.25,2,2,2.3333333333333335,3.1666666666666665,275.197685,284.91013699999996,0,0,0,0,0,0
1,53,8,4,3,1,1,2,27,1, , ,4,4.333333333333333,4.083333333333333,3.8333333333333335,3.8333333333333335,328.740026,300.03139100000004,1,1,1,1,0,160
2,53,8,4,3,1,2,1,20,1,2, ,2.25,4.333333333333333,3.3333333333333335,3.3333333333333335,3.6666666666666665,282.955427,282.9992,1,1,1,1,0,400
1,53,8,4,1,1,1,2,30, , , ,2.75,3.3333333333333335,1.8333333333333333,1.8333333333333333,2.5,264.723484,243.965217,0,0,0,0,0,0
1,53,8,4,1,1,1,2,28,1, , ,2.5,3.6666666666666665,1.6666666666666667,1.6666666666666667,3.3333333333333335,317.497364,322.74982800000004,0,0,0,0,0,0
1,53,8,4,2,1,1,1,31,1,1,1,2,2,2.5,2.1666666666666665,3.1666666666666665,333.758349,352.79933600000004,1,1,0,0,1,5
1,53,8,4,3,1,1,1,28,1,2, ,4,2,3.1666666666666665,3.3333333333333335,2.6666666666666665,305.258505,298.60196099999996,1,1,1,1,0,32
1,53,8,4,2,1,1,2,37,1, , ,4.5,2.3333333333333335,3.8333333333333335,3.3333333333333335,4.5,251.184642,237.08831799999993,0,0,0,0,0,0
1,53,8,4,2,1,1,2,30,1, , ,5,3.3333333333333335,3.25,2.5,1.8333333333333333,297.019427,277.70823600000006,1,1,1,1,0,40
1,53,8,4,2,1,1,2,26,1, , ,5,2.6666666666666665,3.3333333333333335,2.3333333333333335,3.1666666666666665,215.280557,215.90821999999997,1,1,0,0,1,8
1,53,8,4,3,1,1,2,20,1, , ,4.75,4,4.083333333333333,3.8333333333333335,2.8333333333333335,263.820521,243.13251,1,1,1,1,0,16
2,53,8,4,2,1,1,2,4,1, , ,5,1.6666666666666667,3,3,2.5,224.048461,225.41434499999997,0,0,0,0,0,0
2,53,8,4,1,1,2,1,15,1,2, ,2,1,1,1,1.3333333333333333,254.12808699999997,233.04126100000002,0,0,0,0,0,0
2,53,8,4,1,1,1,1,15,1,2, ,2,2.3333333333333335,1.0833333333333333,1,2.5,254.09627500000002,243.372894,1,1,1,1,0,16
2,53,8,4,1,1,2,1,18,1,2, ,2.25,2.3333333333333335,1.0833333333333333,1,3,258.38809100000003,259.534855,0,0,0,0,0,0
1,53,8,4,1,1,1,1,30,2,1,1,3,3.6666666666666665,2.8333333333333335,1.5,2.5,222.593007,211.74776200000002,1,1,1,1,0,200
1,53,8,4,1,1,1,1,16,2,2, ,2.5,2.6666666666666665,2.4166666666666665,2.6666666666666665,3,231.29629599999998,213.079633,1,1,1,1,0,12
1,53,8,4,1,1,2,2,20,1, , ,4,2.6666666666666665,1.5,2.3333333333333335,1,222.6413,231.22523099999995,0,0,0,0,0,0
2,53,8,4,2,1,1,1,14,2,2, ,2,2,2.3333333333333335,1,2.8333333333333335,282.65568199999996,284.101098,0,0,0,0,0,0
1,53,8,4,1,1,1,2,30,1, , ,3.75,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.1666666666666665,264.72218399999997,262.41977499999996,0,0,0,0,0,0
1,53,8,4,2,1,1,2,30,1, , ,4,3,2.75,2.3333333333333335,3,262.16107999999997,233.93780299999997,0,0,0,0,0,0
2,53,8,4,1,1,1,6,96,1,2, ,2.5,1,1,1.8333333333333333,2.8333333333333335,246.13945799999996,230.39430499999997,0,0,0,0,0,0
1,53,8,4,1,1,1,1,27,1,2, ,2,1,2,1,1,174.16492300000002,162.16603,1,1,1,1,0,32
2,53,8,4,2,1,2,1,8,2,2, ,3.25,1.6666666666666667,2.75,2.6666666666666665,4.333333333333333,266.800127,279.66199300000005,1,1,1,1,0,8
2,53,8,4,2,1,1,1,4,1,2, ,2.75,1,1,1,1.5,255.845976,230.51909799999999,0,0,0,0,0,0
2,53,8,4,2,1,1,1,30,1,2, ,1,1,1.3333333333333333,1,2.1666666666666665,279.337413,274.87318700000003,0,0,0,0,0,0
1,53,8,4,2,1,1,1,25,1,2, ,2.5,2,1.1666666666666667,1,1.5,255.192754,274.48742899999996,1,1,1,1,0,1
1,53,8,4,2,1,1,1,27,1,2, ,2,2,1.0833333333333333,1,2.6666666666666665,239.15855100000005,239.23360499999998,0,0,0,0,0,0
1,53,8,4,2,1,2,1,30,1,2, ,2,2,1.1666666666666667,1,2.8333333333333335,186.82695500000003,175.08716799999996,0,0,0,0,0,0
2,53,8,4,1,1,2,1,6,1,2, ,1,1.6666666666666667,1.1666666666666667,1,3.1666666666666665,269.395287,251.10101500000002,0,0,0,0,0,0
1,53,8,4,3,1,1,2,13,1, , ,5,3.6666666666666665,3,3,3.1666666666666665,298.551191,290.47202100000004,0,0,0,0,0,0
2,53,8,4,1,1,1,2,34,1, , ,2,2.6666666666666665,2.3333333333333335,3.6666666666666665,1.3333333333333333,222.43089,191.56422,0,0,0,0,0,0
2,53,8,4,1,1,2,1,1,1,2, ,1,2.3333333333333335,1.5,1,2.1666666666666665,262.03714499999995,237.635754,0,0,0,0,0,0
2,53,8,4,1,1,1,2,17,1, , ,1,2.6666666666666665,1,1.5,1,267.31629399999997,261.311975,0,0,0,0,0,0
1,53,8,4,3,1,1,2,22,1, , ,1,4,1,1.1666666666666667,2.1666666666666665,291.96238500000004,286.01419200000004,0,0,0,0,0,0
1,53,8,4,2,1,1,2,31,1, , ,5,3.3333333333333335,1.8333333333333333,1.3333333333333333,4.166666666666667,219.97658,227.628876,1,1,0,0,1,72
2,53,8,4,1,1,1,1,6,1,2, ,3,3.6666666666666665,2.1666666666666665,1.6666666666666667,3.1666666666666665,211.008588,177.48729300000002,0,0,0,0,0,0
1,53,8,4,1,1,1,1,24,1,2, ,1,4,1,1.3333333333333333,3.3333333333333335,211.81841599999998,198.98704100000003,0,0,0,0,0,0
1,53,8,4,3,1,1,2,25,1, , ,3,2,2.9166666666666665,2.5,4,268.68001399999997,258.778271,0,0,0,0,0,0
2,53,8,4,1,1,2,2,10,1, , ,3,3.3333333333333335,1.0833333333333333,1.3333333333333333,1,169.04485300000005,156.306184,0,0,0,0,0,0
1,53,8,4,2,1,1,2,23,1, , ,4,2.6666666666666665,1.1666666666666667,1,1.5,250.69407800000005,262.26970500000004,0,0,0,0,0,0
1,53,8,4,2,1,1,2,33,1, , ,3,3.3333333333333335,2.25,2.3333333333333335,3,246.14989500000001,249.97298,1,1,1,1,0,6
1,53,8,4,3,1,1,2,29,1, , ,4,4.333333333333333,3.3333333333333335,3.5,3.1666666666666665,301.264333,326.256211,0,0,0,0,0,0
1,53,8,4,3,1,1,2,20,1, , ,5,3.6666666666666665,3,3.3333333333333335,2.8333333333333335,280.549177,287.510289,0,0,0,0,0,0
1,53,8,4,1,1,2,1,30,1,2, ,4.25,1,1.1666666666666667,1,1.5,246.6317,225.38319899999996,0,0,0,0,0,0
1,53,8,4,2,1,1,1,30,1,2, ,1.75,2,2.5,2,3.1666666666666665,283.713131,305.890639,1,1,1,1,0,2
1,54,8,4,3,1,1,2,30,1, , ,3,3,3.5,2.3333333333333335,2.5,303.5636109999999,299.731931,1,1,1,1,0,6
2,54,8,4,1,1,1,1,40,1,2, ,2.75,1.3333333333333333,2.0833333333333335,1,2.3333333333333335,241.71349300000003,245.741106,0,0,0,0,0,0
1,54,8,4,1,1,1,7,30,1,2, ,1.75,2,2,1,1,210.83162499999997,182.66509800000003,0,0,0,0,0,0
1,54,8,4,1,1,1,1,36,1,2, ,2,2,1.6666666666666667,1,1.8333333333333333,202.99612199999999,198.59593800000002,0,0,0,0,0,0
1,54,8,4,2,1,1,1,25,1,2, ,2,3,2,1,1.8333333333333333,250.55897800000002,232.98668800000002,0,0,0,0,0,0
1,54,8,4,2,1,1,1,20,1,1,1,2,1,1.3333333333333333,2,2.1666666666666665,244.27198399999997,245.78283000000002,0,0,0,0,0,0
1,54,8,4,1,1,1,1,10,2,2, ,3,1.3333333333333333,1.6666666666666667,1,2,267.36786300000006,242.686904,0,0,0,0,0,0
2,54,8,4,1,1,1,1,10,1,2, ,1,1.6666666666666667,1,1,1.8333333333333333,210.720912,192.28940300000002,0,0,0,0,0,0
2,54,8,4,2,1,1,1,15,1,2, ,1.25,1,1,1.6666666666666667,3.3333333333333335,287.823346,294.630992,0,0,0,0,0,0
2,54,8,4,1,1,1,1,11,1,2, ,2.25,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.5,232.876491,223.24959200000004,0,0,0,0,0,0
1,54,8,4,1,1,1,1,37,1,2, ,1,3.3333333333333335,1,1,2.1666666666666665,243.121031,219.940922,0,0,0,0,0,0
1,54,8,4,3,1,1,1,30,2,1,5,5,3.6666666666666665,3.5,3.3333333333333335,4.666666666666667,330.40854,331.51220100000006,1,1,1,1,0,20
2,54,8,4,2,1,1,2,28,1, , ,4.25,1.6666666666666667,1.1666666666666667,2.3333333333333335,2.1666666666666665,299.198027,285.338885,0,0,0,0,0,0
1,54,8,4,2,1,1,1,3,1,2, ,2,3.6666666666666665,1.6666666666666667,2.3333333333333335,3.3333333333333335,254.338008,243.15819000000002,1,1,1,1,0,32
1,54,8,4,3,1,1,2,30,1, , ,5,2,2.5833333333333335,1.5,3.5,266.09777599999995,259.620454,1,1,1,1,0,16
1,54,8,4,2,1,1,2,30,1, , ,5,3.6666666666666665,2.9166666666666665,2.6666666666666665,3.3333333333333335,291.88559599999996,274.751141,0,0,0,0,0,0
1,54,8,4,3,1,1,1,32,2,1,4,3.25,4,3.6666666666666665,1.1666666666666667,3.3333333333333335,241.54879899999997,264.54519100000005,1,1,1,1,0,18
1,54,8,4,2,1,1,2,30,1, , ,5,3.6666666666666665,1.9166666666666667,2.3333333333333335,2,281.491025,275.686528,1,1,1,1,0,8
1,54,8,4,2,1,1,1,23,2,2, ,1.75,2.6666666666666665,3.5833333333333335,2.3333333333333335,3.1666666666666665,265.15108,274.428363,1,1,1,1,0,8
1,54,8,4,2,1,1,1,30,1,2, ,1,1.6666666666666667,1.5,2,3.5,276.170703,266.754323,0,0,0,0,0,0
2,54,8,4,3,1,2,2,15,1, , ,4,3,4.166666666666667,3.6666666666666665,4,279.326589,285.2084490000001,1,1,0,0,1,80
2,54,8,4,2,1,1,2,6,1, , ,5,3,2.5,3,3,235.48673300000002,246.11388700000003,1,1,1,1,0,8
2,54,8,4,1,1,2,1,1,1,2, ,4,2.3333333333333335,2.3333333333333335,2.1666666666666665,2.6666666666666665,257.492607,224.50235099999995,1,1,0,0,1,6
1,54,8,4,2,1,2,1,20,1,2, ,3,4.666666666666667,2,2.5,5,243.05888699999997,230.417161,0,0,0,0,0,0
2,54,8,4,2,1,1,2,18,1, , ,3.5,3.6666666666666665,2,2.3333333333333335,3.5,292.828589,270.94276500000007,1,1,1,1,0,7
2,54,8,4,2,1,1,1,10,1,2, ,1,3.6666666666666665,1.5,1,2,231.29407299999997,195.11576599999998,0,0,0,0,0,0
1,54,8,4,1,1,1,2,30, , , ,5,1.6666666666666667,2,1.6666666666666667,2.6666666666666665,240.916248,229.58405,1,1,1,1,0,8
1,54,8,4,1,1,1,2,32,1, , ,4.25,2.6666666666666665,1.4166666666666667,1.6666666666666667,4.833333333333333,232.09733699999998,235.80422200000004,0,0,0,0,0,0
2,54,8,4,2,1,2,2,18,1, , ,4,2.6666666666666665,2.5833333333333335,2.5,3.8333333333333335,263.407684,294.02295100000003,1,1,1,1,0,10
1,54,8,4,2,1,1,1,20,1,2, ,1,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.1666666666666665,248.543609,227.641049,0,0,0,0,0,0
1,54,8,4,1,1,1,2,25,1, , ,3.5,4,2.0833333333333335,1.6666666666666667,2.6666666666666665,227.494389,218.21203500000001,0,0,0,0,0,0
1,54,8,4,1,1,1,2,35,1, , ,3,2,2.0833333333333335,3,2.5,330.86919499999993,321.26859099999996,1,1,0,0,1,192
2,54,8,4,2,1,1,2,10,1, , ,5,2,2.25,2,2.5,276.983535,258.62730799999997,1,1,1,1,0,8
1,54,8,4,2,1,1,1,25,1,2, ,2.5,2,1.1666666666666667,1,2.6666666666666665,164.242144,156.06875399999998,0,0,0,0,0,0
2,54,8,4,2,1,1,1,13,1,2, ,2.25,3,1,1,2.6666666666666665,277.94622100000004,281.33629199999996,0,0,0,0,0,0
2,54,8,4,1,1,1,1,20,1,2, ,3,1,1,1,1.5,154.70441999999997,138.621866,0,0,0,0,0,0
1,54,8,4,2,1,2,1,27,1,2, ,1,1,2.0833333333333335,1,2.3333333333333335,252.760165,240.68471599999998,0,0,0,0,0,0
2,54,8,4,2,1,1,2,30,1, , ,4,5,4.583333333333333,4,2.6666666666666665,229.433945,222.76379000000003,1,1,1,1,0,120
2,54,8,4,3,1,1,1,25,2,1,2,4,3,3.1666666666666665,4,4.666666666666667,231.859985,233.08221700000004,1,1,1,1,0,800
1,54,8,4,1,1,1,2,30,1, , ,2.75,1.3333333333333333,1.3333333333333333,2,2.6666666666666665,255.60324999999997,240.37848699999995,0,0,0,0,0,0
2,54,8,4,2,1,1,2,22,1, , ,3,4.333333333333333,3.4166666666666665,2.5,2.6666666666666665,244.572524,258.12937999999997,1,1,1,1,0,24
1,54,8,4,3,1,1,1,30,1,1,5,4.25,2,3.4166666666666665,3.3333333333333335,4.166666666666667,307.88500000000005,306.82423199999994,1,1,0,0,1,1800
1,54,8,4,1,1,2,1,20,1,2, ,2.5,1,1.5,1.6666666666666667,4,242.620653,227.17280999999997,1,1,1,1,0,8
1,54,8,4,2,1,1,2,26,1, , ,4,1,1,2.3333333333333335,1,229.15867899999995,230.905654,0,0,0,0,0,0
2,54,8,4,1,1,2,2,35,1, , ,2.5,2.6666666666666665,1,1,1.8333333333333333,215.702117,220.90492999999998,0,0,0,0,0,0
2,54,8,4,2,1,1,1,6,1,2, ,1,2.3333333333333335,1.8333333333333333,1,1.5,275.85283699999997,271.79836900000004,0,0,0,0,0,0
2,54,8,4,1,1,1,1,10,1,2, ,2,1,1,1,1.8333333333333333,218.70038699999995,203.31455599999998,0,0,0,0,0,0
1,54,8,4,3,1,1,1,29,1,1,4,4.75,3.3333333333333335,3.0833333333333335,3.5,1.5,293.07315200000005,290.764003,1,1,1,1,0,6
2,54,8,4,1,1,1,1,30,1,2, ,2.25,2.3333333333333335,1.4166666666666667,1.3333333333333333,2.1666666666666665,204.291136,189.340144,0,0,0,0,0,0
2,54,8,4,1,1,1,6,5,1,2, ,2.75,1,1.6666666666666667,1,3,224.47434800000002,222.389699,0,0,0,0,0,0
1,54,8,4,2,1,2,2,30,1, , ,2,2.6666666666666665,1.9166666666666667,1,2.6666666666666665,200.846206,186.95734399999998,0,0,0,0,0,0
2,54,8,4,2,1,1,2,14,1, , ,3,4,2.4166666666666665,2.8333333333333335,2.5,285.74801400000007,285.74112499999995,1,1,1,1,0,8
1,54,8,4,2,1,1,2,30,1, , ,3.5,4,2.25,2.1666666666666665,2.6666666666666665,264.77877,266.81166599999995,0,0,0,0,0,0
1,54,8,4,3,1,1,1,30,2,1,4,2.25,1.6666666666666667,3.1666666666666665,1,3,261.90807899999993,255.144085,1,1,1,1,0,320
1,54,8,4,3,1,1,1,30,2,1,4,1.75,1.3333333333333333,3.5,1,3.3333333333333335,208.88658900000001,235.705208,1,1,1,1,0,1280
2,54,8,4,2,1,1,6,0,1,1,1,2.75,4,1.6666666666666667,3,3,268.647076,251.887405,1,1,1,1,0,160
1,54,8,4,2,1,1,6,30,1,2, ,2.25,1.3333333333333333,1.8333333333333333,2.1666666666666665,4.166666666666667,264.79538799999995,257.83865299999997,0,0,0,0,0,0
1,54,8,4,3,1,1,1,30,1,1,3,2,2.6666666666666665,4.25,2.8333333333333335,3.1666666666666665,290.424403,313.792779,1,1,1,1,0,8
1,54,8,4,2,1,1,2,33,1, , ,5,2.3333333333333335,2.5,2.1666666666666665,2,257.17738199999997,262.747554,0,0,0,0,0,0
1,54,8,4,2,1,1,1,29,1,1,2,1.25,3,3.0833333333333335,3.1666666666666665,2.6666666666666665,258.601439,271.378479,1,1,1,1,0,8
1,54,8,4,3,1,1,1,30,1,1,3,2.75,3,3.1666666666666665,2.3333333333333335,3.3333333333333335,247.66138700000002,250.002045,1,1,1,1,0,160
2,54,8,4,1,1,1,1,20,1,2, ,1,1,1.1666666666666667,1,2.6666666666666665,232.68595100000002,213.64430299999998,0,0,0,0,0,0
1,54,8,4,2,1,1,1,30,1,1,3,3,3,2.1666666666666665,1.8333333333333333,1.6666666666666667,244.371704,231.099021,0,0,0,0,0,0
2,54,8,4,2,1,1,1,20,1,2, ,4.25,1,1,1,3,218.393847,216.55702000000002,0,0,0,0,0,0
2,54,8,4,2,1,2,7,4, ,7, , , ,7,7,2.6666666666666665,281.42650100000003,258.994691,0,0,0,0,0,0
1,54,8,4,3,1,1,2,32,1, , ,3.75,2.6666666666666665,3.3333333333333335,2.8333333333333335,3.1666666666666665,273.161753,235.40399499999998,1,1,0,0,1,10
2,54,8,4,2,1,1,1,20,1,2, ,2.5,4,3.1666666666666665,1.6666666666666667,3.3333333333333335,236.142877,244.797597,1,1,1,1,0,240
1,54,8,4,3,1,1,1,25,1,1,5,5,1.3333333333333333,3.3333333333333335,3.6666666666666665,3.6666666666666665,352.62449799999996,360.414113,0,0,0,0,0,0
1,54,8,4,3,1,1,1,30,2,1,4,2.5,2,3.4166666666666665,1.3333333333333333,2.8333333333333335,288.49545,282.921333,1,1,0,0,1,50
1,54,8,4,3,1,1,1,20,1,1,5,3.25,2,3.5833333333333335,2.8333333333333335,3.3333333333333335,291.73337200000003,307.78812400000004,0,0,0,0,0,0
2,54,8,4,1,1,2,1,15,1,2, ,2,3,1.5,1.3333333333333333,2.5,264.745546,263.02706099999995,1,1,0,0,1,3
1,54,8,4,2,1,1,2,40,1, , ,5,2,2,1.5,4.166666666666667,247.92439299999995,266.16895400000004,0,0,0,0,0,0
1,54,8,4,3,1,1,2,28,1, , ,4.5,3.3333333333333335,3,2.3333333333333335,3.3333333333333335,271.741362,263.223841,0,0,0,0,0,0
1,54,8,4,1,1,2,1,40,1,2, ,2.75,1.3333333333333333,1.6666666666666667,1.8333333333333333,2.8333333333333335,266.39419799999996,257.701935,0,0,0,0,0,0
1,54,8,4,1,1,1,2,37,1, , ,5,3.3333333333333335,3.25,3.3333333333333335,4.5,297.99659099999997,295.74254,1,1,0,0,1,40
1,54,8,4,3,1,1,2,25,1, , ,3,2.6666666666666665,3.0833333333333335,2,3.5,280.35014600000005,278.784171,0,0,0,0,0,0
1,54,8,4,3,1,1,1,30,1,1,1,3,4,4.166666666666667,2.8333333333333335,4,283.979729,276.91826,1,1,0,0,1,8
1,54,8,4,1,1,1,1,35,1,2, ,3,2.3333333333333335,2.3333333333333335,1.1666666666666667,1.1666666666666667,246.588639,226.693196,1,1,1,1,0,8
1,54,8,4,2,1,1,1,30,1,2, ,2.5,3.3333333333333335,2.25,2,1.8333333333333333,266.166385,263.209266,0,0,0,0,0,0
2,54,8,4,2,1,1,1,10,1,1,1,2,3.3333333333333335,1.75,2.3333333333333335,2,255.31580399999999,267.62799299999995,1,1,1,1,0,4
2,54,8,4,1,1,1,2,35,1, , ,5,3,1.6666666666666667,2.3333333333333335,2,228.520853,207.395196,1,1,1,1,0,4
2,54,8,4,2,1,1,2,20,1, , ,3,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.5,226.361429,219.08236699999998,0,0,0,0,0,0
1,54,8,4,1,1,1,1,20,1,2, ,1,1,2,1,1.3333333333333333,218.417378,192.731254,0,0,0,0,0,0
2,54,8,4,2,1,2,1,2,1,2, ,2.25,2.6666666666666665,3,2.3333333333333335,2.5,330.734908,296.959315,0,0,0,0,0,0
2,54,8,4,2,1,1,1,14,2,2, ,1,2.3333333333333335,2.1666666666666665,1,4,296.06391599999995,311.718326,1,1,1,1,0,8
1,54,8,4,1,1,1,1,35,1,2, ,1,1,1.1666666666666667,1,1.1666666666666667,208.86482999999998,185.49077699999998,0,0,0,0,0,0
1,54,8,4,1,1,1,2,37,1, , ,4,3.3333333333333335,1,1.3333333333333333,2.3333333333333335,309.98245199999997,327.9875,0,0,0,0,0,0
1,54,8,4,2,1,1,2,32,1, , ,3.75,3.3333333333333335,1.5833333333333333,2,2.8333333333333335,297.770887,290.47425300000003,0,0,0,0,0,0
1,54,8,4,2,1,1,2,25,1, , ,5,1.3333333333333333,1.5,2.1666666666666665,2.6666666666666665,252.23510700000003,259.275522,0,0,0,0,0,0
1,54,8,4,2,1,1,2,32, , , ,1,1.6666666666666667,1.75,1.3333333333333333,3,263.15705199999996,258.392465,0,0,0,0,0,0
1,54,8,4,2,1,1,1,30,1,2, ,1,3.3333333333333335,3.8333333333333335,1,4.333333333333333,213.08415800000003,204.258085,1,1,1,1,0,4
1,54,8,4,1,1,1,2,39,1, , ,4.75,1,1,2.5,3.6666666666666665,256.5993,244.46916500000003,0,0,0,0,0,0
2,54,8,4,2,1,2,1,10,1,2, ,1.5,4.333333333333333,1.3333333333333333,1.6666666666666667,2.5,241.535025,252.813702,0,0,0,0,0,0
1,54,8,4,2,1,1,1,35,2,2, ,1.5,2.3333333333333335,3.4166666666666665,2.3333333333333335,4.166666666666667,229.541154,187.75055200000003,1,1,1,1,0,2
1,54,8,4,3,1,1,1,25,2,1,3,3,3.3333333333333335,2.9166666666666665,1.5,3.1666666666666665,275.532712,293.145888,1,1,1,1,0,120
2,54,8,4,1,1,1,2,5, , , ,2.25,3,1.8333333333333333,1,3,244.814255,238.97663500000007,0,0,0,0,0,0
2,54,8,4,1,1,2,1,20,2,2, ,2,2.3333333333333335,1.75,1,2.1666666666666665,272.697177,256.727093,1,1,0,0,1,1920
2,54,8,4,2,1,1,2,22,1, , ,2,2,2.75,3.6666666666666665,2.8333333333333335,276.909031,257.440595,1,1,0,0,1,10
1,54,8,4,2,1,1,1,26,2,2, ,3.25,2.3333333333333335,3.0833333333333335,1.6666666666666667,3.1666666666666665,222.132144,219.967698,0,0,0,0,0,0
